SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,873,Fragebogen6,interview,2022-10-19T15:24:08Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,8,FALSE,NA,NA,7,4,2,6,5,5,7,7,7,7,2,7,5,7,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,7,1,1,1,1,1,1,1,1,1,weiblich,19,NA,4,5,5,1,5,4,1,4,5,3,2,5,5,5,2,5,5,3,2,5,5,5,1,5,5,2,3,5,4,3,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,44,4XAABWQQT5UPL57U,2,NA,5,36,45,42,15,41,53,6,69,51,6,371,NA,2022-10-19T15:30:19Z,TRUE,FALSE,13,13,873,71,71,TRUE,TRUE
NA,874,Fragebogen6,interview,2022-10-19T15:24:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.8,5,FALSE,NA,NA,6,2,7,6,5,3,5,2,3,7,5,3,6,6,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,1,3,3,3,2,3,3,4,3,4,weiblich,27,NA,4,3,1,3,5,1,1,4,2,2,2,4,1,1,1,5,2,1,1,5,4,2,1,5,4,2,2,5,1,2,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,174,H61GRZ3TP7MY2EEX,19,NA,18,60,87,78,39,78,73,9,171,51,29,712,NA,2022-10-19T15:36:10Z,TRUE,FALSE,13,13,874,70,70,TRUE,TRUE
NA,875,Fragebogen6,interview,2022-10-19T15:33:27Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.8,12,FALSE,NA,NA,6,4,5,6,7,5,6,7,5,4,5,6,7,6,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,2,2,1,1,2,2,2,2,2,weiblich,19,NA,5,2,2,3,5,3,2,4,4,2,2,5,4,2,2,5,3,3,2,5,4,2,2,3,4,3,4,5,1,1,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,6,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,210,LMGXUB66E5DSZZFS,4,NA,8,57,67,97,55,122,135,10,777,140,11,820,NA,2022-10-19T15:58:10Z,TRUE,FALSE,13,13,875,70,70,TRUE,TRUE
NA,876,Fragebogen6,interview,2022-10-19T15:24:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.3,NA,TRUE,NA,NA,6,4,3,3,6,4,6,4,5,5,5,5,6,5,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,4,3,3,3,3,4,3,3,2,weiblich,22,NA,4,3,4,4,4,4,2,4,3,5,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Job in den Semesterferien ,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,FPTCKLV693ANK5HD,3,NA,7,51,48,63,58,59,59,7,60,52,54,521,NA,2022-10-19T15:33:04Z,TRUE,FALSE,13,13,876,71,71,TRUE,TRUE
NA,878,Fragebogen6,interview,2022-10-19T15:25:27Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,2.3,NA,TRUE,NA,NA,6,6,7,6,7,3,6,4,5,7,5,5,7,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,3,1,1,Aufnahme und Anhören meiner Zusammenfassung ,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,1,3,3,2,2,2,2,2,3,2,weiblich,20,Abgeschlossene Ausbildung zur staatlich anerkannten Erzieherin,5,4,4,3,5,5,3,5,5,3,3,4,4,4,3,5,4,4,3,4,5,5,3,5,5,5,3,5,4,4,3,Bachelor Primarstufe,NA,1,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,3,TRUE,FALSE,FALSE,TRUE,8,TRUE,Gespartes,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,277,RHK57P7EPZGEQHFG,6,NA,8,50,41,57,34,50,47,8,115,61,12,489,NA,2022-10-19T15:33:36Z,TRUE,FALSE,13,13,878,68,68,TRUE,TRUE
NA,879,Fragebogen6,interview,2022-10-19T15:28:14Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,3,FALSE,NA,NA,3,3,6,5,7,2,4,3,4,6,5,5,6,5,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,4,4,2,2,4,3,3,3,2,divers,20,NA,5,4,2,2,5,2,3,5,3,2,2,4,2,3,2,5,3,3,3,5,4,3,2,5,4,2,4,5,2,1,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,2,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,3M3S5BA5E9YPT4P4,11,NA,30,58,81,112,39,123,122,24,269,122,15,1006,NA,2022-10-19T15:45:00Z,TRUE,FALSE,13,13,879,70,70,TRUE,TRUE
NA,880,Fragebogen6,interview,2022-10-19T15:25:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.6,11,FALSE,NA,NA,7,5,6,4,7,3,4,7,6,2,5,5,6,3,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,3,3,2,2,2,2,3,2,2,2,weiblich,25,NA,4,4,4,2,4,4,1,4,4,4,2,4,4,4,2,4,3,4,3,4,4,4,2,4,4,4,2,4,3,4,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,2,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,117,BG5EVZN9BXTCKQD9,13,NA,29,54,71,95,50,105,74,8,171,96,34,800,NA,2022-10-19T15:38:27Z,TRUE,FALSE,13,13,880,70,70,TRUE,TRUE
NA,881,Fragebogen6,interview,2022-10-19T15:26:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,4,FALSE,NA,NA,6,7,4,6,6,7,6,5,7,6,4,5,7,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,3,2,2,2,3,3,2,2,2,weiblich,21,NA,4,3,2,4,5,3,1,3,2,2,2,4,1,1,1,5,1,1,1,4,2,2,2,4,4,1,3,4,1,1,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,215,M38LMZQACRHS5Z5Q,10,NA,15,49,73,78,36,91,61,14,52,93,37,609,NA,2022-10-19T15:36:30Z,TRUE,FALSE,13,13,881,71,71,TRUE,TRUE
NA,882,Fragebogen6,interview,2022-10-19T15:26:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,5,FALSE,NA,NA,5,4,4,5,7,2,6,5,4,4,5,5,6,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,3,2,2,2,2,3,weiblich,21,NA,5,4,2,3,4,3,2,4,2,2,2,4,2,2,2,4,3,2,3,4,4,2,4,4,4,3,2,4,2,2,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,143,DQ2SBUUEN9DXNSCF,9,NA,13,38,86,80,26,80,59,11,250,43,72,767,NA,2022-10-19T15:38:53Z,TRUE,FALSE,13,13,882,70,70,TRUE,TRUE
NA,883,Fragebogen6,interview,2022-10-19T15:25:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.5,13,FALSE,NA,NA,7,7,2,6,7,6,4,4,5,7,3,6,6,7,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,3,2,3,2,3,3,4,2,3,weiblich,39,es handelt sich um ein Zweitstudium,5,4,1,1,5,1,1,5,4,1,1,5,4,3,2,5,4,1,2,5,4,3,1,5,4,2,3,5,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE,Erspartes und das Einkommen meines Mannes,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,5XSNLG4FPNDE4KF1,2,NA,5,42,59,54,32,68,63,6,106,65,19,521,NA,2022-10-19T15:33:56Z,TRUE,FALSE,13,13,883,69,69,TRUE,TRUE
NA,884,Fragebogen6,interview,2022-10-19T15:25:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.5,6,FALSE,NA,NA,5,4,6,5,7,2,6,2,3,6,7,5,7,6,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,5,4,3,4,3,4,4,4,4,3,weiblich,20,NA,4,3,2,1,4,3,2,1,3,2,2,3,1,2,2,4,2,2,3,3,3,2,2,4,4,1,3,4,1,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,302,TASCKY9U2F6BQQBV,13,NA,9,31,56,53,30,76,54,11,138,36,15,522,NA,2022-10-19T15:34:01Z,TRUE,FALSE,13,13,884,70,70,TRUE,TRUE
NA,885,Fragebogen6,interview,2022-10-19T15:25:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachgebundene Hochschulreife,2.4,2,FALSE,NA,NA,6,5,2,6,6,6,4,7,6,7,3,5,5,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,4,4,4,1,Anderen erklären ,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,6,4,2,2,2,2,3,1,2,2,weiblich,20,NA,4,4,4,3,4,5,1,3,4,4,3,3,4,4,3,4,3,4,3,2,3,4,3,4,4,4,4,4,3,3,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,109,AW3T3Q82HEY668NY,14,NA,5,51,49,59,31,52,18,5,76,30,8,398,NA,2022-10-19T15:32:20Z,TRUE,FALSE,13,13,885,70,70,TRUE,TRUE
NA,886,Fragebogen6,interview,2022-10-19T15:25:33Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.0,NA,TRUE,NA,NA,5,2,7,3,7,3,6,5,1,7,7,4,6,6,7,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,1,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,2,2,1,3,1,2,weiblich,19,NA,3,3,4,2,5,4,3,3,3,4,2,4,2,4,2,5,4,4,2,4,3,4,1,5,5,4,2,4,2,4,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,S4Q843H4P4122XWW,9,NA,21,157,77,99,41,116,70,11,106,276,23,774,NA,2022-10-19T15:42:19Z,TRUE,FALSE,13,13,886,72,72,TRUE,TRUE
NA,887,Fragebogen6,interview,2022-10-19T15:26:42Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,NA,TRUE,NA,NA,6,6,4,6,7,2,6,2,3,4,2,6,4,5,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,2,2,3,1,2,3,2,2,weiblich,21,NA,3,4,1,5,4,1,1,4,2,2,2,4,1,1,3,5,2,2,2,3,4,2,3,3,4,2,5,3,1,2,4,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,205,LAK79LELRS8G8E67,3,NA,14,67,100,160,58,106,142,14,113,57,15,849,NA,2022-10-19T15:40:52Z,TRUE,FALSE,13,13,887,72,72,TRUE,TRUE
NA,888,Fragebogen6,interview,2022-10-19T15:26:02Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.7,4,FALSE,NA,NA,6,5,7,5,4,4,6,3,5,6,5,5,7,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,3,3,3,3,3,3,3,weiblich,20,NA,4,4,3,2,5,4,3,3,2,3,2,4,2,2,3,5,2,2,3,5,3,2,4,5,4,2,2,4,1,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,2,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,CPY5S15HD2MXSXMY,2,NA,7,34,37,61,40,67,61,7,52,34,16,418,NA,2022-10-19T15:33:00Z,TRUE,FALSE,13,13,888,70,70,TRUE,TRUE
NA,889,Fragebogen6,interview,2022-10-19T15:26:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,8,FALSE,NA,NA,7,5,5,6,7,4,7,6,5,6,4,6,5,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,2,2,3,3,1,Lernvideos,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,2,2,2,2,2,2,2,2,2,weiblich,23,NA,5,4,3,2,5,2,1,5,3,1,2,4,1,2,2,5,3,1,2,5,4,2,1,5,4,1,2,5,3,1,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,20,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,252,Q4PSAKKEWV5KHN94,3,NA,7,63,88,72,64,88,90,8,170,100,9,762,NA,2022-10-19T15:39:02Z,TRUE,FALSE,13,13,889,69,69,TRUE,TRUE
NA,890,Fragebogen6,interview,2022-10-19T15:27:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,4,FALSE,NA,NA,6,6,3,5,7,5,6,6,6,5,5,6,6,4,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,3,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,2,2,2,2,2,2,3,2,2,weiblich,21,NA,4,4,2,3,4,3,2,4,3,3,2,4,3,3,3,4,3,3,3,4,4,2,2,3,4,3,2,4,3,3,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,282BUQYHMFALXH9K,2,NA,19,38,54,76,31,123,118,9,68,44,65,647,NA,2022-10-19T15:38:34Z,TRUE,FALSE,13,13,890,71,71,TRUE,TRUE
NA,891,Fragebogen6,interview,2022-10-19T15:25:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.8,NA,TRUE,NA,NA,6,5,6,6,7,4,7,3,5,6,2,7,7,4,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,3,4,2,3,3,3,2,2,2,weiblich,21,NA,5,3,1,3,4,3,3,5,4,3,3,5,3,3,3,5,3,3,3,4,3,3,1,4,3,3,3,4,3,3,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,D71HUAW32Y94KQSS,28,NA,15,45,121,80,64,80,56,31,185,197,8,910,NA,2022-10-19T15:40:33Z,TRUE,FALSE,13,13,891,72,72,TRUE,TRUE
